姓名
出生日期
记录日期,2026-03-21 22:05:13 +0000
分类,窦性心律
症状,
软件版本,1.90
设备,"Watch7,2"
采样率,512赫兹


导联,导联I
单位,µV

-433.844
-558.112
-626.052
-625.848
-565.514
-464.714
-343.532
-213.076
-74.24
75.514
237.466
406.762
571.669
720.616
844.96
940.846
1010.019
1054.451
1074.182
1067.565
1032.004
968.647
884.567
791.984
706.419
640.672
601.766
590.949
603.36
633.547
677.53
730.823
790.51
851.849
908.315
957.999
1002.87
1049.538
1106.85
1174.884
1241.892
1285.834
1280.41
1210.244
1078.786
907.219
726.445
561.622
423.792
310.68
213.919
129.556
60.548
12.229
-14.763
-29.928
-49.807
-89.917
-157.274
-246.681
-344.187
-434.586
-507.321
-559.987
-597.797
-628.011
-656.684
-686.734
-716.223
-743.083
-766.859
-787.848
-808.771
-831.028
-853.386
-874.427
-892.103
-906.027
-918.442
-931.855
-948.299
-967.275
-984.918
-996.265
-996.659
-984.98
-965.196
-944.136
-930.14
-928.919
-940.382
-959.675
-978.014
-986.219
-979.346
-957.896
-927.384
-896.982
-874.825
-864.435
-865.254
-871.469
-875.282
-872.092
-859.609
-839.944
-818.366
-798.054
-781.058
-767.2
-753.935
-739.95
-724.622
-707.834
-690.427
-672.734
-654.682
-636.296
-617.489
-598.269
-578.785
-559.152
-539.464
-519.844
-500.416
-481.269
-462.455
-444.013
-425.96
-408.312
-391.092
-374.308
-357.95
-342.017
-326.51
-311.428
-296.778
-282.55
-268.724
-255.273
-242.162
-229.362
-216.853
-204.618
-192.641
-180.909
-169.412
-158.144
-147.102
-136.282
-125.674
-115.262
-105.032
-94.967
-85.053
-75.276
-65.62
-56.07
-46.61
-37.221
-27.888
-18.592
-9.315
-0.039
9.258
18.593
27.984
37.446
46.993
56.64
66.401
76.287
86.309
96.477
106.799
117.283
127.937
138.768
149.78
160.979
172.367
183.946
195.718
207.682
219.835
232.172
244.688
257.375
270.225
283.228
296.371
309.641
323.022
336.499
350.052
363.663
377.311
390.975
404.639
418.284
431.893
445.451
458.94
472.349
485.662
498.861
511.932
524.863
537.641
550.264
562.729
575.031
587.17
599.132
610.889
622.423
633.695
644.656
655.287
665.564
675.464
685.019
694.253
703.165
711.796
720.136
728.045
735.39
742.015
747.619
751.954
754.845
755.993
755.508
754.055
751.838
748.914
745.159
739.645
732.927
726.962
723.435
724.317
729.49
736.517
743.227
747.414
748.094
745.831
740.883
733.545
723.938
711.672
696.868
679.936
661.315
641.808
622.06
602.388
583.099
564.423
546.426
529.194
512.796
497.029
481.658
466.516
451.341
435.862
419.9
403.228
385.607
366.98
347.371
326.836
305.559
283.761
261.588
239.187
216.718
194.263
171.862
149.534
127.218
104.83
82.345
59.77
37.114
14.412
-8.309
-31.03
-53.712
-76.314
-98.825
-121.246
-143.589
-165.867
-188.085
-210.23
-232.288
-254.237
-276.049
-297.7
-319.17
-340.44
-361.497
-382.327
-402.908
-423.213
-443.21
-462.854
-482.084
-500.871
-519.205
-537.119
-554.727
-572.147
-589.498
-606.929
-624.596
-642.585
-660.948
-679.604
-698.274
-716.733
-734.796
-752.229
-768.871
-784.592
-799.248
-812.966
-826.227
-839.396
-852.835
-867.078
-882.449
-899.565
-919.524
-942.6
-968.417
-996.315
-1024.33
-1051.073
-1076.465
-1100.121
-1122.842
-1145.232
-1165.838
-1182.658
-1191.515
-1186.769
-1163.717
-1119.048
-1053.634
-972.348
-882.833
-794.096
-712.897
-644.022
-590.004
-551.668
-531.024
-530.315
-552.197
-599.431
-672.312
-768.611
-883.185
-1007.666
-1132.101
-1247.048
-1345.109
-1422.258
-1479.186
-1518.9
-1544.944
-1561.854
-1572.256
-1578.303
-1583.564
-1589.895
-1598.803
-1611.143
-1624.927
-1638
-1648.489
-1654.437
-1655.592
-1653.97
-1653.437
-1659.202
-1675.466
-1700.276
-1723.21
-1726.953
-1691.646
-1604.138
-1464.704
-1286.585
-1091.661
-901.913
-731.653
-586.955
-467.712
-370.592
-292.268
-227.722
-169.359
-108.032
-34.992
53.002
153.097
257.174
355.233
442.056
516.786
583.164
647.659
713.616
782.386
853.182
923.214
991.381
1057.394
1121.761
1186.181
1250.978
1315.684
1379.096
1438.808
1494.949
1549.532
1604.928
1664.835
1729.176
1794.469
1857.809
1915.518
1967.358
2016.892
2066.526
2118.521
2173.235
2228.406
2282.688
2335.278
2385.828
2434.987
2483.01
2529.807
2575.409
2619.769
2662.92
2705.023
2746.185
2786.485
2826.025
2864.903
2903.198
2940.978
2978.307
3015.249
3051.867
3088.233
3124.407
3160.432
3196.345
3232.185
3267.978
3303.757
3339.55
3375.387
3411.304
3447.335
3483.51
3519.854
3556.381
3593.106
3630.049
3667.23
3704.679
3742.413
3780.43
3818.728
3857.289
3896.087
3935.084
3974.217
4013.397
4052.54
4091.565
4130.414
4169.054
4207.425
4245.436
4282.958
4319.805
4355.822
4390.912
4424.964
4457.868
4489.57
4520.068
4549.52
4578.261
4606.573
4634.607
4662.45
4690.116
4717.597
4744.9
4771.834
4797.961
4822.879
4846.321
4868.184
4888.513
4907.333
4924.535
4940.179
4954.567
4968.023
4980.842
4993.125
5004.761
5015.728
5026.148
5035.992
5045.066
5053.103
5060.033
5066.43
5073.261
5081.698
5092.623
5106.297
5123.045
5142.656
5163.656
5182.998
5195.28
5195.881
5186.277
5176.689
5185.27
5227.686
5300.357
5371.26
5382.43
5270.538
4999.505
4580.129
4070.277
3552.548
3097.3
2740.792
2483.634
2305.522
2188.222
2123.75
2107.406
2126.938
2155.262
2157.493
2107.761
2001.488
1857.396
1707.286
1578.935
1485.606
1424.156
1380.876
1342.838
1302.353
1257.41
1209.05
1154.718
1089.702
1010.369
917.58
821.929
739.434
684.464
663.307
667.654
677.628
670.236
628.344
549.846
449.022
350.123
277.769
245.456
249.551
271.72
286.638
273.638
225.772
151.275
69.662
2.801
-35.269
-42.839
-30.346
-15.726
-15.188
-36.613
-77.737
-127.325
-171.73
-202.27
-217.127
-221.421
-223.818
-230.192
-242.662
-259.896
-278.175
-295.331
-310.898
-325.189
-339.196
-352.782
-364.817
-374.492
-381.414
-386.394
-390.994
-395.955
-400.816
-403.293
-400.734
-391.508
-375.414
-355.428
-335.087
-317.821
-307.289
-303.298
-304.742
-310.272
-316.844
-324.952
-334.965
-343.513
-343.898
-321.677
-260.147
-148.872
12.773
211.595
425.981
635.419
825.431
990.514
1130.81
1246.908
1339.151
1408.856
1461.477
1508.192
1562.002
1632.149
1719.1
1813.269
1900.78
1972.347
2030.562
2091.134
2173.631
2285.31
2408.076
2496.793
2494.17
2358.251
2085.378
1715.724
1318.251
960.054
680.527
485.231
356.605
274.745
232.117
230.033
266.797
327.386
381.73
398.365
360.704
273.869
162.337
56.39
-22.477
-67.061
-83.442
-83.875
-79.878
-79.568
-87.839
-108.531
-144.027
-194.145
-254.598
-315.652
-365.355
-393.74
-397.235
-382.089
-362.768
-357.085
-378.92
-431.779
-506.658
-584.049
-641.884
-663.973
-644.837
-592.712
-524.329
-456.813
-402.919
-364.458
-332.853
-295.688
-240.588
-162.802
-69.494
25.052
103.629
152.928
171.15
164.846
143.521
114.75
76.711
20.771
-61.355
-173.917
-311.361
-459.514
-602.319
-724.639
-816.515
-874.934
-901.336
-901.789
-885.457
-862.343
-842.577
-833.19
-836.994
-852.939
-875.779
-899.577
-919.557
-932.005
-936.817
-935.799
-930.765
-925.412
-922.46
-923.491
-930.824
-943.774
-960.001
-975.727
-984.356
-981.563
-965.818
-939.925
-912.236
-890.586
-880.631
-883.211
-892.478
-902
-906.748
-904.566
-898.451
-891.928
-887.201
-885.547
-885.694
-886.13
-886.417
-886.2
-885.774
-885.492
-885.21
-884.79
-884.085
-882.953
-881.338
-879.226
-876.613
-873.506
-869.946
-865.976
-861.631
-856.957
-852.007
-846.816
-841.421
-835.866
-830.19
-824.457
-818.748
-813.125
-807.645
-802.354
-797.276
-792.436
-787.851
-783.519
-779.431
-775.572
-771.922
-768.468
-765.201
-762.106
-759.165
-756.353
-753.636
-750.992
-748.404
-745.86
-743.35
-740.871
-738.418
-735.995
-733.614
-731.283
-729.014
-726.814
-724.69
-722.652
-720.71
-718.877
-717.167
-715.59
-714.158
-712.88
-711.766
-710.825
-710.066
-709.494
-709.116
-708.936
-708.96
-709.193
-709.641
-710.307
-711.194
-712.303
-713.636
-715.191
-716.967
-718.96
-721.164
-723.573
-726.178
-728.973
-731.945
-735.084
-738.376
-741.809
-745.367
-749.034
-752.793
-756.627
-760.518
-764.446
-768.394
-772.342
-776.271
-780.161
-783.992
-787.745
-791.402
-794.943
-798.349
-801.603
-804.688
-807.588
-810.287
-812.772
-815.029
-817.045
-818.812
-820.318
-821.556
-822.52
-823.204
-823.604
-823.718
-823.543
-823.081
-822.332
-821.299
-819.986
-818.397
-816.539
-814.418
-812.043
-809.422
-806.564
-803.481
-800.184
-796.683
-792.993
-789.126
-785.096
-780.918
-776.604
-772.171
-767.632
-763.001
-758.293
-753.521
-748.699
-743.838
-738.952
-734.051
-729.147
-724.25
-719.369
-714.513
-709.691
-704.91
-700.177
-695.499
-690.88
-686.325
-681.839
-677.423
-673.08
-668.814
-664.623
-660.51
-656.473
-652.511
-648.622
-644.802
-641.046
-637.345
-633.693
-630.081
-626.503
-622.949
-619.411
-615.881
-612.353
-608.821
-605.277
-601.713
-598.12
-594.487
-590.804
-587.06
-583.243
-579.344
-575.35
-571.25
-567.032
-562.684
-558.193
-553.545
-548.726
-543.715
-538.5
-533.073
-527.432
-521.58
-515.523
-509.273
-502.845
-496.258
-489.535
-482.694
-475.761
-468.76
-461.714
-454.637
-447.545
-440.451
-433.354
-426.247
-419.107
-411.888
-404.564
-397.132
-389.605
-382.022
-374.414
-366.771
-359.074
-351.307
-343.388
-335.186
-326.535
-317.201
-307.04
-296.062
-284.388
-272.245
-260.003
-248.113
-237.06
-227.404
-219.577
-213.808
-210.16
-208.523
-208.602
-210.002
-212.34
-215.208
-218.267
-221.314
-224.226
-226.971
-229.65
-232.425
-235.388
-238.587
-242.018
-245.605
-249.266
-252.907
-256.37
-259.467
-262.052
-264.033
-265.399
-266.22
-266.568
-266.513
-266.143
-265.581
-264.949
-264.329
-263.713
-262.973
-261.952
-260.515
-258.536
-255.877
-252.442
-248.197
-243.194
-237.637
-231.783
-225.926
-220.385
-215.528
-211.73
-209.293
-208.476
-209.487
-212.462
-217.371
-224.126
-232.147
-240.144
-246.805
-250.636
-250.631
-247.171
-240.406
-229.284
-211.31
-181.518
-134.97
-69.954
12.122
106.165
205.315
304.891
401.579
492.787
576.813
650.637
711.747
760.517
797.732
823.634
836.06
827.435
789.017
715.894
609.06
478.449
339.661
207.391
93.221
3.44
-60.7
-99.408
-113.959
-107.692
-85.986
-56.642
-28.645
-9.115
-1.097
-3.797
-13.891
-26.294
-37.198
-44.338
-45.34
-40.815
-32.381
-21.713
-12.991
-8.025
-6.897
-9.37
-12.279
-13.656
-12.925
-9.509
-4.784
0.215
5.297
9.961
14.355
18.586
22.328
25.545
28.269
30.523
32.505
34.413
36.386
38.604
41.214
44.251
47.71
51.589
55.876
60.567
65.641
71.039
76.689
82.54
88.556
94.71
100.96
107.248
113.521
119.747
125.929
132.097
138.258
144.391
150.455
156.417
162.269
168.014
173.652
179.171
184.56
189.817
194.96
200.012
204.983
209.876
214.675
219.364
223.941
228.418
232.813
237.142
241.412
245.627
249.798
253.937
258.054
262.148
266.211
270.232
274.204
278.126
281.996
285.811
289.562
293.239
296.829
300.321
303.702
306.96
310.077
313.037
315.826
318.431
320.841
323.047
325.036
326.798
328.321
329.597
330.616
331.37
331.85
332.05
331.963
331.586
330.916
329.953
328.697
327.149
325.314
323.195
320.799
318.135
315.211
312.039
308.63
304.999
301.161
297.131
292.928
288.569
284.073
279.46
274.751
269.965
265.124
260.247
255.357
250.474
245.617
240.807
236.062
231.403
226.847
222.411
218.113
213.968
209.99
206.192
202.587
199.185
195.996
193.027
190.286
187.777
185.504
183.47
181.675
180.12
178.801
177.717
176.861
176.228
175.81
175.6
175.587
175.761
176.111
176.624
177.288
178.089
179.014
180.048
181.176
182.384
183.656
184.978
186.334
187.711
